	time	K	X	np
39	0.14	1	0.1105092305038944	2
64	0.14	2	0.0063658599890149365	2
15	0.15	0	0.0	2
40	0.15	1	0.09640957714912231	2
65	0.15	2	0.012739296318108178	2
16	0.16	0	0.0	2
41	0.16	1	0.07962171940308009	2
66	0.16	2	0.002576756222796489	2
17	0.17	0	0.0	2
42	0.17	1	0.06200579583283993	2
67	0.17	2	0.003984315402803061	2
18	0.18	0	0.0	2
43	0.18	1	0.050787797557148774	2
68	0.18	2	0.01022346316865034	2
19	0.19	0	0.0	2
44	0.19	1	0.049993272627241146	2
69	0.19	2	0.014945263908268088	2
20	0.2	0	0.0	2
45	0.2	1	0.051041939657551175	2
70	0.2	2	0.017783620211377665	2
21	0.21	0	0.0	2
46	0.21	1	0.05791766865272525	2
71	0.21	2	0.019852275808082714	2
22	0.22	0	0.0	2
47	0.22	1	0.06315792913725433	2
72	0.22	2	0.01386082610570858	2
23	0.23	0	0.0	2
48	0.23	1	0.1009439656817898	2
73	0.23	2	0.005908957788860239	2
24	0.24	0	0.6860044145881784	2
49	0.24	1	0.1448067511786746	2
74	0.24	2	0.00600215887936639	2
0	0.0	0	0.5725344128604329	3
25	0.0	1	0.008235325893830336	3
50	0.0	2	0.015148453340363131	3
1	0.01	0	0.0	3
26	0.01	1	0.017135725479600867	3
51	0.01	2	0.0	3
2	0.02	0	0.0	3
27	0.02	1	0.029332902864716272	3
52	0.02	2	0.0	3
3	0.03	0	0.0	3
28	0.03	1	0.05198532182002257	3
53	0.03	2	0.0	3
4	0.04	0	0.0	3
29	0.04	1	0.05609323869563351	3
54	0.04	2	0.0	3
5	0.05	0	0.0	3
30	0.05	1	0.08250651138361817	3
55	0.05	2	0.0	3
6	0.06	0	0.0	3
31	0.06	1	0.1022121731249917	3
56	0.06	2	0.09080026199018652	3
7	0.07	0	0.0	3
32	0.07	1	0.11958929047532173	3
57	0.07	2	0.0	3
8	0.08	0	0.0	3
33	0.08	1	0.13074737271177247	3
58	0.08	2	0.0	3
9	0.09	0	0.0	3
34	0.09	1	0.14997930396577974	3
59	0.09	2	0.0	3
10	0.1	0	0.0	3
35	0.1	1	0.15071492903485323	3
60	0.1	2	0.0	3
11	0.11	0	0.0	3
36	0.11	1	0.14892430035272364	3
61	0.11	2	0.0	3
12	0.12	0	0.45894096356650527	3
37	0.12	1	0.14326475381501733	3
62	0.12	2	0.0	3
13	0.13	0	0.0	3
38	0.13	1	0.13198511986301303	3
63	0.13	2	0.0	3
14	0.14	0	0.0	3
39	0.14	1	0.1105092305038944	3
64	0.14	2	0.0	3
15	0.15	0	0.0	3
40	0.15	1	0.09640957714912231	3
65	0.15	2	0.0	3
16	0.16	0	0.0	3
41	0.16	1	0.07962171940308009	3
66	0.16	2	0.0	3
17	0.17	0	0.0	3
42	0.17	1	0.06200579583283993	3
67	0.17	2	0.0	3
18	0.18	0	0.0	3
43	0.18	1	0.050787797557148774	3
68	0.18	2	0.0	3
19	0.19	0	0.0	3
44	0.19	1	0.049993272627241146	3
69	0.19	2	0.0	3
20	0.2	0	0.0	3
45	0.2	1	0.051041939657551175	3
70	0.2	2	0.0	3
21	0.21	0	0.0	3
46	0.21	1	0.05791766865272525	3
71	0.21	2	0.0	3
22	0.22	0	0.0	3
47	0.22	1	0.06315792913725433	3
72	0.22	2	0.0	3
23	0.23	0	0.0	3
48	0.23	1	0.1009439656817898	3
73	0.23	2	0.0	3
24	0.24	0	0.6860044145881784	3
49	0.24	1	0.1448067511786746	3
74	0.24	2	0.0	3
0	0.0	0	0.5725344128604329	4
25	0.0	1	0.006551172866822653	4
50	0.0	2	0.015148453340363131	4
1	0.01	0	0.0	4
26	0.01	1	0.0	4
51	0.01	2	0.0	4
2	0.02	0	0.0	4
27	0.02	1	0.0	4
52	0.02	2	0.0	4
3	0.03	0	0.0	4
28	0.03	1	0.0	4
53	0.03	2	0.0	4
4	0.04	0	0.0	4
29	0.04	1	0.0	4
54	0.04	2	0.0	4
5	0.05	0	0.0	4
30	0.05	1	0.0	4
55	0.05	2	0.0	4
6	0.06	0	0.0	4
31	0.06	1	0.0	4
56	0.06	2	0.09080026199018652	4
7	0.07	0	0.0	4
32	0.07	1	0.0	4
57	0.07	2	0.0	4
8	0.08	0	0.0	4
33	0.08	1	0.0	4
58	0.08	2	0.0	4
9	0.09	0	0.0	4
34	0.09	1	0.0	4
59	0.09	2	0.0	4
10	0.1	0	0.0	4
35	0.1	1	0.0	4
60	0.1	2	0.0	4
11	0.11	0	0.0	4
36	0.11	1	0.0	4
61	0.11	2	0.0	4
12	0.12	0	0.45894096356650527	4
37	0.12	1	0.14326475381501733	4
62	0.12	2	0.0	4
13	0.13	0	0.0	4
38	0.13	1	0.0	4
63	0.13	2	0.0	4
14	0.14	0	0.0	4
39	0.14	1	0.0	4
64	0.14	2	0.0	4
15	0.15	0	0.0	4
40	0.15	1	0.0	4
65	0.15	2	0.0	4
16	0.16	0	0.0	4
41	0.16	1	0.0	4
66	0.16	2	0.0	4
17	0.17	0	0.0	4
42	0.17	1	0.0	4
67	0.17	2	0.0	4
18	0.18	0	0.0	4
43	0.18	1	0.0	4
68	0.18	2	0.0	4
19	0.19	0	0.0	4
44	0.19	1	0.0	4
69	0.19	2	0.0	4
20	0.2	0	0.0	4
45	0.2	1	0.0	4
70	0.2	2	0.0	4
21	0.21	0	0.0	4
46	0.21	1	0.0	4
71	0.21	2	0.0	4
22	0.22	0	0.0	4
47	0.22	1	0.0	4
72	0.22	2	0.0	4
23	0.23	0	0.0	4
48	0.23	1	0.0	4
73	0.23	2	0.0	4
24	0.24	0	0.6860044145881784	4
49	0.24	1	0.1448067511786746	4
74	0.24	2	0.0	4
0	0.0	0	0.5725344128604329	5
25	0.0	1	0.011635103136306444	5
50	0.0	2	0.015148453340363131	5
1	0.01	0	0.0	5
26	0.01	1	0.0	5
51	0.01	2	0.0	5
2	0.02	0	0.0	5
27	0.02	1	0.0	5
52	0.02	2	0.0	5
3	0.03	0	0.0	5
28	0.03	1	0.0	5
53	0.03	2	0.0	5
4	0.04	0	0.0	5
29	0.04	1	0.0	5
54	0.04	2	0.0	5
5	0.05	0	0.0	5
30	0.05	1	0.0	5
55	0.05	2	0.0	5
6	0.06	0	0.0	5
31	0.06	1	0.0	5
56	0.06	2	0.09080026199018652	5
7	0.07	0	0.0	5
32	0.07	1	0.0	5
57	0.07	2	0.0	5
8	0.08	0	0.0	5
33	0.08	1	0.0	5
58	0.08	2	0.0	5
9	0.09	0	0.0	5
34	0.09	1	0.0	5
59	0.09	2	0.0	5
10	0.1	0	0.0	5
35	0.1	1	0.0	5
60	0.1	2	0.0	5
11	0.11	0	0.0	5
36	0.11	1	0.0	5
61	0.11	2	0.0	5
12	0.12	0	0.45894096356650527	5
37	0.12	1	0.14326475381501733	5
62	0.12	2	0.0	5
13	0.13	0	0.0	5
38	0.13	1	0.0	5
63	0.13	2	0.0	5
14	0.14	0	0.0	5
39	0.14	1	0.0	5
64	0.14	2	0.0	5
15	0.15	0	0.0	5
40	0.15	1	0.0	5
65	0.15	2	0.0	5
16	0.16	0	0.0	5
41	0.16	1	0.0	5
66	0.16	2	0.0	5
17	0.17	0	0.0	5
42	0.17	1	0.0	5
67	0.17	2	0.0	5
18	0.18	0	0.0	5
43	0.18	1	0.0	5
68	0.18	2	0.0	5
19	0.19	0	0.0	5
44	0.19	1	0.0	5
69	0.19	2	0.0	5
20	0.2	0	0.0	5
45	0.2	1	0.0	5
70	0.2	2	0.0	5
21	0.21	0	0.0	5
46	0.21	1	0.0	5
71	0.21	2	0.0	5
22	0.22	0	0.0	5
47	0.22	1	0.0	5
72	0.22	2	0.0	5
23	0.23	0	0.0	5
48	0.23	1	0.0	5
73	0.23	2	0.0	5
24	0.24	0	0.6860044145881784	5
49	0.24	1	0.1448067511786746	5
74	0.24	2	0.0	5
0	0.0	0	0.601015670715528	6
25	0.0	1	0.011635103136306444	6
50	0.0	2	0.015148453340363131	6
1	0.01	0	0.0	6
26	0.01	1	0.0	6
51	0.01	2	0.0	6
2	0.02	0	0.0	6
27	0.02	1	0.0	6
52	0.02	2	0.0	6
3	0.03	0	0.0	6
28	0.03	1	0.0	6
53	0.03	2	0.0	6
4	0.04	0	0.0	6
29	0.04	1	0.0	6
54	0.04	2	0.0	6
5	0.05	0	0.0	6
30	0.05	1	0.0	6
55	0.05	2	0.0	6
6	0.06	0	0.0	6
31	0.06	1	0.0	6
56	0.06	2	0.09080026199018652	6
7	0.07	0	0.0	6
32	0.07	1	0.0	6
57	0.07	2	0.0	6
8	0.08	0	0.0	6
33	0.08	1	0.0	6
58	0.08	2	0.0	6
9	0.09	0	0.0	6
34	0.09	1	0.0	6
59	0.09	2	0.0	6
10	0.1	0	0.0	6
35	0.1	1	0.0	6
60	0.1	2	0.0	6
11	0.11	0	0.0	6
36	0.11	1	0.0	6
61	0.11	2	0.0	6
12	0.12	0	0.45894096356650527	6
37	0.12	1	0.14326475381501733	6
62	0.12	2	0.0	6
13	0.13	0	0.0	6
38	0.13	1	0.0	6
63	0.13	2	0.0	6
14	0.14	0	0.0	6
39	0.14	1	0.0	6
64	0.14	2	0.0	6
15	0.15	0	0.0	6
40	0.15	1	0.0	6
65	0.15	2	0.0	6
16	0.16	0	0.0	6
41	0.16	1	0.0	6
66	0.16	2	0.0	6
17	0.17	0	0.0	6
42	0.17	1	0.0	6
67	0.17	2	0.0	6
18	0.18	0	0.0	6
43	0.18	1	0.0	6
68	0.18	2	0.0	6
19	0.19	0	0.0	6
44	0.19	1	0.0	6
69	0.19	2	0.0	6
20	0.2	0	0.0	6
45	0.2	1	0.0	6
70	0.2	2	0.0	6
21	0.21	0	0.0	6
46	0.21	1	0.0	6
71	0.21	2	0.0	6
22	0.22	0	0.0	6
47	0.22	1	0.0	6
72	0.22	2	0.0	6
23	0.23	0	0.0	6
48	0.23	1	0.0	6
73	0.23	2	0.0	6
24	0.24	0	0.6860044145881784	6
49	0.24	1	0.1448067511786746	6
74	0.24	2	0.0	6
0	0.0	0	0.601015670715528	7
25	0.0	1	0.024528779901683662	7
50	0.0	2	0.015148453340363131	7
1	0.01	0	0.0	7
26	0.01	1	0.0	7
51	0.01	2	0.0	7
2	0.02	0	0.0	7
27	0.02	1	0.0	7
52	0.02	2	0.0	7
3	0.03	0	0.0	7
28	0.03	1	0.0	7
53	0.03	2	0.0	7
4	0.04	0	0.0	7
29	0.04	1	0.0	7
54	0.04	2	0.0	7
5	0.05	0	0.0	7
30	0.05	1	0.0	7
55	0.05	2	0.0	7
6	0.06	0	0.0	7
31	0.06	1	0.0	7
56	0.06	2	0.09080026199018652	7
7	0.07	0	0.0	7
32	0.07	1	0.0	7
57	0.07	2	0.0	7
8	0.08	0	0.0	7
33	0.08	1	0.0	7
58	0.08	2	0.0	7
9	0.09	0	0.0	7
34	0.09	1	0.0	7
59	0.09	2	0.0	7
10	0.1	0	0.0	7
35	0.1	1	0.0	7
60	0.1	2	0.0	7
11	0.11	0	0.0	7
36	0.11	1	0.0	7
61	0.11	2	0.0	7
12	0.12	0	0.45894096356650527	7
37	0.12	1	0.14326475381501733	7
62	0.12	2	0.0	7
13	0.13	0	0.0	7
38	0.13	1	0.0	7
63	0.13	2	0.0	7
14	0.14	0	0.0	7
39	0.14	1	0.0	7
64	0.14	2	0.0	7
15	0.15	0	0.0	7
40	0.15	1	0.0	7
65	0.15	2	0.0	7
16	0.16	0	0.0	7
41	0.16	1	0.0	7
66	0.16	2	0.0	7
17	0.17	0	0.0	7
42	0.17	1	0.0	7
67	0.17	2	0.0	7
18	0.18	0	0.0	7
43	0.18	1	0.0	7
68	0.18	2	0.0	7
19	0.19	0	0.0	7
44	0.19	1	0.0	7
69	0.19	2	0.0	7
20	0.2	0	0.0	7
45	0.2	1	0.0	7
70	0.2	2	0.0	7
21	0.21	0	0.0	7
46	0.21	1	0.0	7
71	0.21	2	0.0	7
22	0.22	0	0.0	7
47	0.22	1	0.0	7
72	0.22	2	0.0	7
23	0.23	0	0.0	7
48	0.23	1	0.0	7
73	0.23	2	0.0	7
24	0.24	0	0.6860044145881784	7
49	0.24	1	0.1448067511786746	7
74	0.24	2	0.0	7
0	0.0	0	0.6045393982316933	8
25	0.0	1	0.024528779901683662	8
50	0.0	2	0.015148453340363131	8
1	0.01	0	0.0	8
26	0.01	1	0.0	8
51	0.01	2	0.0	8
2	0.02	0	0.0	8
27	0.02	1	0.0	8
52	0.02	2	0.0	8
3	0.03	0	0.0	8
28	0.03	1	0.0	8
53	0.03	2	0.0	8
4	0.04	0	0.0	8
29	0.04	1	0.0	8
54	0.04	2	0.0	8
5	0.05	0	0.0	8
30	0.05	1	0.0	8
55	0.05	2	0.0	8
6	0.06	0	0.0	8
31	0.06	1	0.0	8
56	0.06	2	0.09080026199018652	8
7	0.07	0	0.0	8
32	0.07	1	0.0	8
57	0.07	2	0.0	8
8	0.08	0	0.0	8
33	0.08	1	0.0	8
58	0.08	2	0.0	8
9	0.09	0	0.0	8
34	0.09	1	0.0	8
59	0.09	2	0.0	8
10	0.1	0	0.0	8
35	0.1	1	0.0	8
60	0.1	2	0.0	8
11	0.11	0	0.0	8
36	0.11	1	0.0	8
61	0.11	2	0.0	8
12	0.12	0	0.45894096356650527	8
37	0.12	1	0.14326475381501733	8
62	0.12	2	0.0	8
13	0.13	0	0.0	8
38	0.13	1	0.0	8
63	0.13	2	0.0	8
14	0.14	0	0.0	8
39	0.14	1	0.0	8
64	0.14	2	0.0	8
15	0.15	0	0.0	8
40	0.15	1	0.0	8
65	0.15	2	0.0	8
16	0.16	0	0.0	8
41	0.16	1	0.0	8
66	0.16	2	0.0	8
17	0.17	0	0.0	8
42	0.17	1	0.0	8
67	0.17	2	0.0	8
18	0.18	0	0.0	8
43	0.18	1	0.0	8
68	0.18	2	0.0	8
19	0.19	0	0.0	8
44	0.19	1	0.0	8
69	0.19	2	0.0	8
20	0.2	0	0.0	8
45	0.2	1	0.0	8
70	0.2	2	0.0	8
21	0.21	0	0.0	8
46	0.21	1	0.0	8
71	0.21	2	0.0	8
22	0.22	0	0.0	8
47	0.22	1	0.0	8
72	0.22	2	0.0	8
23	0.23	0	0.0	8
48	0.23	1	0.0	8
73	0.23	2	0.0	8
24	0.24	0	0.6860044145881784	8
49	0.24	1	0.1448067511786746	8
74	0.24	2	0.0	8
0	0.0	0	0.6039272404553401	9
25	0.0	1	0.024528779901683662	9
50	0.0	2	0.015148453340363131	9
1	0.01	0	0.0	9
26	0.01	1	0.0	9
51	0.01	2	0.0	9
2	0.02	0	0.0	9
27	0.02	1	0.0	9
52	0.02	2	0.0	9
3	0.03	0	0.0	9
28	0.03	1	0.0	9
53	0.03	2	0.0	9
4	0.04	0	0.0	9
29	0.04	1	0.0	9
54	0.04	2	0.0	9
5	0.05	0	0.0	9
30	0.05	1	0.0	9
55	0.05	2	0.0	9
6	0.06	0	0.0	9
31	0.06	1	0.0	9
56	0.06	2	0.09080026199018652	9
7	0.07	0	0.0	9
32	0.07	1	0.0	9
57	0.07	2	0.0	9
8	0.08	0	0.0	9
33	0.08	1	0.0	9
58	0.08	2	0.0	9
9	0.09	0	0.0	9
34	0.09	1	0.0	9
59	0.09	2	0.0	9
10	0.1	0	0.0	9
35	0.1	1	0.0	9
60	0.1	2	0.0	9
11	0.11	0	0.0	9
36	0.11	1	0.0	9
61	0.11	2	0.0	9
12	0.12	0	0.45894096356650527	9
37	0.12	1	0.14326475381501733	9
62	0.12	2	0.0	9
13	0.13	0	0.0	9
38	0.13	1	0.0	9
63	0.13	2	0.0	9
14	0.14	0	0.0	9
39	0.14	1	0.0	9
64	0.14	2	0.0	9
15	0.15	0	0.0	9
40	0.15	1	0.0	9
65	0.15	2	0.0	9
16	0.16	0	0.0	9
41	0.16	1	0.0	9
66	0.16	2	0.0	9
17	0.17	0	0.0	9
42	0.17	1	0.0	9
67	0.17	2	0.0	9
18	0.18	0	0.0	9
43	0.18	1	0.0	9
68	0.18	2	0.0	9
19	0.19	0	0.0	9
44	0.19	1	0.0	9
69	0.19	2	0.0	9
20	0.2	0	0.0	9
45	0.2	1	0.0	9
70	0.2	2	0.0	9
21	0.21	0	0.0	9
46	0.21	1	0.0	9
71	0.21	2	0.0	9
22	0.22	0	0.0	9
47	0.22	1	0.0	9
72	0.22	2	0.0	9
23	0.23	0	0.0	9
48	0.23	1	0.0	9
73	0.23	2	0.0	9
24	0.24	0	0.6860044145881784	9
49	0.24	1	0.1448067511786746	9
74	0.24	2	0.0	9
0	0.0	0	0.6070314746836145	10
25	0.0	1	0.024528779901683662	10
50	0.0	2	0.015148453340363131	10
1	0.01	0	0.0	10
26	0.01	1	0.0	10
51	0.01	2	0.0	10
2	0.02	0	0.0	10
27	0.02	1	0.0	10
52	0.02	2	0.0	10
3	0.03	0	0.0	10
28	0.03	1	0.0	10
53	0.03	2	0.0	10
4	0.04	0	0.0	10
29	0.04	1	0.0	10
54	0.04	2	0.0	10
5	0.05	0	0.0	10
30	0.05	1	0.0	10
55	0.05	2	0.0	10
6	0.06	0	0.0	10
31	0.06	1	0.0	10
56	0.06	2	0.09080026199018652	10
7	0.07	0	0.0	10
32	0.07	1	0.0	10
57	0.07	2	0.0	10
8	0.08	0	0.0	10
33	0.08	1	0.0	10
58	0.08	2	0.0	10
9	0.09	0	0.0	10
34	0.09	1	0.0	10
59	0.09	2	0.0	10
10	0.1	0	0.0	10
35	0.1	1	0.0	10
60	0.1	2	0.0	10
11	0.11	0	0.0	10
36	0.11	1	0.0	10
61	0.11	2	0.0	10
12	0.12	0	0.45894096356650527	10
37	0.12	1	0.14326475381501733	10
62	0.12	2	0.0	10
13	0.13	0	0.0	10
38	0.13	1	0.0	10
63	0.13	2	0.0	10
14	0.14	0	0.0	10
39	0.14	1	0.0	10
64	0.14	2	0.0	10
15	0.15	0	0.0	10
40	0.15	1	0.0	10
65	0.15	2	0.0	10
16	0.16	0	0.0	10
41	0.16	1	0.0	10
66	0.16	2	0.0	10
17	0.17	0	0.0	10
42	0.17	1	0.0	10
67	0.17	2	0.0	10
18	0.18	0	0.0	10
43	0.18	1	0.0	10
68	0.18	2	0.0	10
19	0.19	0	0.0	10
44	0.19	1	0.0	10
69	0.19	2	0.0	10
20	0.2	0	0.0	10
45	0.2	1	0.0	10
70	0.2	2	0.0	10
21	0.21	0	0.0	10
46	0.21	1	0.0	10
71	0.21	2	0.0	10
22	0.22	0	0.0	10
47	0.22	1	0.0	10
72	0.22	2	0.0	10
23	0.23	0	0.0	10
48	0.23	1	0.0	10
73	0.23	2	0.0	10
24	0.24	0	0.6860044145881784	10
49	0.24	1	0.1448067511786746	10
74	0.24	2	0.0	10
0	0.0	0	0.6070314746836145	11
25	0.0	1	0.024528779901683662	11
50	0.0	2	0.032919584741811114	11
1	0.01	0	0.0	11
26	0.01	1	0.0	11
51	0.01	2	0.0	11
2	0.02	0	0.0	11
27	0.02	1	0.0	11
52	0.02	2	0.0	11
3	0.03	0	0.0	11
28	0.03	1	0.0	11
53	0.03	2	0.0	11
4	0.04	0	0.0	11
29	0.04	1	0.0	11
54	0.04	2	0.0	11
5	0.05	0	0.0	11
30	0.05	1	0.0	11
55	0.05	2	0.0	11
6	0.06	0	0.0	11
31	0.06	1	0.0	11
56	0.06	2	0.09080026199018652	11
7	0.07	0	0.0	11
32	0.07	1	0.0	11
57	0.07	2	0.0	11
8	0.08	0	0.0	11
33	0.08	1	0.0	11
58	0.08	2	0.0	11
9	0.09	0	0.0	11
34	0.09	1	0.0	11
59	0.09	2	0.0	11
10	0.1	0	0.0	11
35	0.1	1	0.0	11
60	0.1	2	0.0	11
11	0.11	0	0.0	11
36	0.11	1	0.0	11
61	0.11	2	0.0	11
12	0.12	0	0.45894096356650527	11
37	0.12	1	0.14326475381501733	11
62	0.12	2	0.0	11
13	0.13	0	0.0	11
38	0.13	1	0.0	11
63	0.13	2	0.0	11
14	0.14	0	0.0	11
39	0.14	1	0.0	11
64	0.14	2	0.0	11
15	0.15	0	0.0	11
40	0.15	1	0.0	11
65	0.15	2	0.0	11
16	0.16	0	0.0	11
41	0.16	1	0.0	11
66	0.16	2	0.0	11
17	0.17	0	0.0	11
42	0.17	1	0.0	11
67	0.17	2	0.0	11
18	0.18	0	0.0	11
43	0.18	1	0.0	11
68	0.18	2	0.0	11
19	0.19	0	0.0	11
44	0.19	1	0.0	11
69	0.19	2	0.0	11
20	0.2	0	0.0	11
45	0.2	1	0.0	11
70	0.2	2	0.0	11
21	0.21	0	0.0	11
46	0.21	1	0.0	11
71	0.21	2	0.0	11
22	0.22	0	0.0	11
47	0.22	1	0.0	11
72	0.22	2	0.0	11
23	0.23	0	0.0	11
48	0.23	1	0.0	11
73	0.23	2	0.0	11
24	0.24	0	0.6860044145881784	11
49	0.24	1	0.1448067511786746	11
74	0.24	2	0.0	11
